permit_number,s_name,s_address,city,z_code,p_fee,c_number,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA210462,MILL BUILDING,300 MIFFLIN RD,PITTSBURGH,15207,850,48335 & 48344,903,"American Industrial Contracting, Inc.",REMOVE ROOFING FROM MILL OFFICE/STORAGE BUILDING,1000,f,2021-08-30,2021-10-30,2,t,f,2021-10-30,RENOVATION,40.390426332603,-79.9320237835036
PAA210465,UOP BIG IDEA CENTER,3601  FORBES AVE,PITTSBURGH,15213,1550,4874,905,"BLT Contracting, Inc.",REMOVE VASEMENT/FIRST FLOOR VAT/MASTIC,5700,t,2021-08-31,2021-07-30,2,t,f,2021-07-30,RENOVATION,40.4407524531567,-79.95831848948
PAA210470,COMMERCIAL/RESIDENTIAL,717  BUCHANAN PL,MT LEBANON,15228,200,21967,902,"American Contracting Enterprises, Inc.",REMOVE BASEMENT PIPE/FITTING INSULATION,232,t,2021-09-03,2021-12-31,2,f,f,2021-12-31,RENOVATION,40.3788401291588,-80.0432145331221
PAA210473,VACANT COMMERCIAL BUILDING,3764  SAXONBURG BLVD,PITTSBURGH,15238,450,21971,902,"American Contracting Enterprises, Inc.",REMOVE FLOOR TILE/MASTIC 1ST FLOOR NORTH AREA AND 1ST FLOOR BASEMENT LANDING,555,f,2021-09-07,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.5812122671354,-79.883345219097
PAA210474,GIVNER BUILDING,627 N HOMEWOOD AVE,PITTSBURGH,15208,450,314,938,Triton Holdings,REMOVE 1ST FLOOR VAPOR BARRIER,450,f,2021-09-07,2022-09-06,2,t,f,2022-09-06,RENOVATION,40.4554972880622,-79.8973655451564
PAA210475,VACANT OFFICE SPACE,3551  LAKETON RD,PITTSBURGH,15235,850,21974,902,"American Contracting Enterprises, Inc.","REMOVE BASEMENT FLOOR TILE, MASTIC, PIPE & BOILER INSULATION",1796,f,2021-09-08,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4595299690942,-79.8442109418701
PAA210476,UOP HILLMAN LIBRARY (PHASE 3) - 3960 FORBES AVE,,PITTSBURGH,15260,1850,1161,940,"Spectrum Environmental, LLC","REMOVE FIREPROOFING, PIPE INSULATION, FLOOR TILE & MASTIC FROM GROUND, 1ST & 2ND FLOORS",95196,f,2021-09-13,2022-08-27,2,t,f,2022-08-27,RENOVATION,40.4258800444082,-80.0405130122884
PAA210477,CENTERS FOR DISEASE CONTROL & PREVENTION - 626 COCHRAN MILL ROAD,,PITTSBURGH,15236,450,105866,930,"Penoco, Inc.","REMOVE PIPE INSULATION & FITTINGS IN VARIOUS LOCATIONS IN BUILDING NUMBERS 29, 29A, 44, 150 &07",497,t,2021-09-07,2021-09-30,2,f,f,2021-09-30,RENOVATION,40.3490702937537,-79.9735542639648
PAA210478,AHN JEFFERSON HOSPITAL,565 COAL VALLEY RD,JEFFERSON HILLS,15025,450,5857,908,"Bristol Environmental, Inc.","REMOVE FLOOR TILE AND MASTIC FROM EP-LABS RADIOLOGY OFFICE, STORAGE ROOM & FRONT CORRIDOR",694,t,2021-09-13,2022-02-28,2,f,t,2021-10-31,RENOVATION,40.3179030628942,-79.9336525202663
PAA210483,UOP CATHEDRAL OF LEARNING RM 512 - 4200 5TH AVE,,PITTSBURGH,15260,450,4877,905,"BLT Contracting, Inc.",REMOVE VAT/MASTIC,650,t,2021-09-10,2022-07-30,2,t,f,2022-07-30,RENOVATION,40.4258800444082,-80.0405130122884
PAA210486,BREWERS BLOCK BUILDING 3 - 3250 LIBERTY AVE,,PITTSBURGH,15201,200,000742,968,Brown Abatement,REMOVE EXTERIOR CEMENTITIOUS PILE,235,f,2021-09-13,2021-09-28,2,f,f,2021-09-28,RENOVATION,40.4601485614024,-79.9764922811168
PAA210490,RITE AID 10950 - 568 CASTE VILLAGE,5301 GROVE RD,PITTSBURGH,15236,1850,5865,908,"Bristol Environmental, Inc.",REMOVE FLOOR TILE AND MASTIC ON THE SALES FLOOR,11000,t,2021-09-20,2021-10-31,2,t,f,2021-10-01,RENOVATION,40.3592824553939,-80.0016758647222
PAA210491,US STEEL IRVIN WORKS,400 STATE ST,CLAIRTON,15025,450,37762,946,"Thermal Solutions, Inc.",REMOVE MASTIC AND PIPE INSULAITON IN #9-10 LOCKER ROOM SHOWER CEILING,350,t,2021-09-28,2021-10-09,2,f,f,2021-10-04,RENOVATION,40.2940110111861,-79.8743163626466
PAA210492,CMU BAKER HALL,4909 FREW ST,PITTSBURGH,15213,450,206,921,Gray Waste Management Corporation,REMOVE ROOM 239 FLOOR TILE,900,f,2021-09-21,2022-09-20,2,t,f,2022-09-20,RENOVATION,40.4410894699547,-79.9438093055588
PAA210495,NIOSH PITTSBURGH RESEARCH LAB - 626 COCHRAN MILL RD,,PITTSBURGH,15236,450,014775,925,"KLA Roofing & Construction, LLC","REMOVE FLOOR TILE, MASTIC, 3 TABLE TOPS & 3 PIPE ELBOWS IN BUILDING 29 ROOM 113",600,t,2021-09-27,2021-10-08,2,t,f,2021-09-30,RENOVATION,40.3490702937537,-79.9735542639648
PAA210496,NORTH MURTLAND STREET APARTMENTS,930 N MURTLAND ST,PITTSBURGH,15208,450,2712,923,Hometeam Properties,REMOVE DINING ROOM PLASTER,668,f,2021-09-23,2021-10-30,2,t,f,2021-10-30,RENOVATION,40.459206857004,-79.9006991697956
PAA210497,CURTISS-WRIGHT ELECTRO-MECH CORP - 1000 WRIGHT WAY,,CHESWICK,15024,850,5867,908,"Bristol Environmental, Inc.","REMOVE WINDOW CAULKING FROM 1ST FL EMD & NOISE LAB, TRANSITE PANELS FROM MAIN SHOP AND PIPE INSULATION FROM NOISE LAB",1010,t,2021-09-22,2021-11-30,2,t,f,2021-11-30,RENOVATION,40.5403917140253,-79.8072762356422
PAA210498,COL BASEMENT B50 & B60 - 4200 5TH AVE,,PITTSBURGH,15212,1250,4881,905,"BLT Contracting, Inc.","REMOVE VAT/MASTIC, TSI & FITTINGS THROUGHOUT B50 BASEMENT AND CAULKING IN B60 A/H UNIT SEAM",3640,t,2021-09-29,2022-07-30,2,t,f,2022-07-30,RENOVATION,40.4836020796647,-80.048861018958
PAA210499,WINCHESTER THURSTON SCHOOL,5023  BAYARD ST,PITTSBURGH,15213,450,4882,905,"BLT Contracting, Inc.",REMOVE 3RD FLOOR KITCHEN LINOLEUM AND BASEMENT PIPE WRAP & FITTINGS,445,f,2021-09-29,2022-07-30,2,t,f,2022-07-30,RENOVATION,40.4522469598129,-79.9425784367709
PAA210500,HAMPTON HIGH SCHOOL,2929 MCCULLY RD,MCCANDLESS,15101,450,22057,902,"American Contracting Enterprises, Inc.",REMOVE FLOOR TILE & MASTIC FROM CURRENT TECH SUPPORT (NEW MDF C150) ROOM,400,t,2021-09-30,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.583390666351,-79.9404898304112
PAA210504,VERIZON - CRAFTON CO,11 SIDNEY ST,PITTSBURGH,15205,850,5875,908,"Bristol Environmental, Inc.",REMOVE BASEMENT FLOOR TILE & MASTIC AND ACM PIPE INSULATION,1850,t,2021-10-04,2022-04-30,2,f,t,2021-10-08,RENOVATION,40.4374012707959,-80.0623437420576
PAA210508,FORMER PRAISE CENTER MINISTRIES OF MOON,120  MOONCREST DR,CORAOPOLIS,15108,1550,39972,937,Tom Sipes Demolition Co.,"REMOVE TRANSITE DUCTWORK THROUGHOUT BLDG, DOOR & WINDOW CAULKING, 1ST FL OFFICE BATHROOM TRANSITE WALLS & PLASTER COMPOUND, BASEMENT & CRAWLSPACE PIPE INSULATION & FITTINGS AND ASBESTOS DEBRIS THROUGHOUT CRAWLSPACE",8000,f,2021-10-16,2022-04-06,2,t,f,2022-04-06,RENOVATION,40.5227937641438,-80.1900985879126
PAA210511,CHRIST UNITED METHODIST CHURCH,44  HIGHLAND RD,BETHEL PARK,15102,1750,22061 & 22199,902,"American Contracting Enterprises, Inc.","REMOVE PLASTER CEILINGS, FLOOR TILE/MASTIC FROM VARIOUS LOCATIONS THROUGHOUT BUILDING PIPE INSULATION & FITTINGS IN PLASTER CEILING AREAS",9655,t,2021-10-06,2021-12-31,2,t,f,2021-12-31,RENOVATION,,
PAA210513,ST JOES HOUSE OF HOSPITALITY,1635 BEDFORD AVE,PITTSBURGH,15219,200,22063,902,"American Contracting Enterprises, Inc.",REMOVE FLOOR TILE FROM BASEMENT MEN'S ROOM AND RESTROOM NEXT TO COMPUTER ROOM,230,t,2021-10-08,2021-12-31,2,f,f,2021-12-31,RENOVATION,40.4451300880292,-79.9872463267731
PAA210514,MAGEE WOMEN'S HOSPITAL 2700 WING,300 HALKET ST,PITTSBURGH,15213,1250,1167,940,"Spectrum Environmental, LLC","REMOVE FLOOR TILE AND MASTIC FROM ROOMS 2726, 2728, 2727.1 & 2727.2",2200,t,2021-10-11,2022-10-10,2,f,t,2021-12-30,RENOVATION,40.4370860222289,-79.9615430224765
PAA210521,CMU HAMERSCHLAG HALL FLOOR F,5000 FORBES AVE,PITTSBURGH,15213,850,2342,901,"ABMECH Acquisitions, LLC",REMOVE CLEAN ROOMS BLACK MASTIC,1000,t,2021-10-13,2022-10-13,2,t,f,2022-10-13,RENOVATION,40.4442129846549,-79.94339909741
PAA210522,MONTEFIORE HOSPITAL,3459 5TH AVE,PITTSBURGH,15213,200,1165,940,"Spectrum Environmental, LLC",REMOVE FLOOR TILE AND MASTIC FROM 8TH FLOOR ROOM NW809.1,140,t,2021-10-12,2021-12-30,2,t,f,2021-12-30,RENOVATION,40.4403592216973,-79.9614238732971
PAA210523,UOP BIG IDEA CENTER - ACM DUST,3601  FORBES AVE,PITTSBURGH,15213,200,4884,905,"BLT Contracting, Inc.",REMOVE BASEMENT PLASTER,2850,t,2021-10-04,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4407524531567,-79.95831848948
PAA210524,GATEWAY MIDDLE SCHOOL,4450 OLD WILLIAM PENN HWY,MONROEVILLE,15146,200,27726,924,Hunt Valley Environmental,REMOVE FLOOR TILE AND MASTIC FROM FORMER ART ROOMS AND AUDITORIUM,4500,t,2021-10-04,2022-06-17,2,t,f,2022-06-17,RENOVATION,40.4437316414336,-79.7609473810216
PAA210528,THE SALVATION ARMY PITTSBURGH ARC,44 S 9TH ST,PITTSBURGH,15203,450,22065,902,"American Contracting Enterprises, Inc.",REMOVE BASEMENT PIPE FITTING INSULATION,600,t,2021-10-14,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4292217216403,-79.9904831031955
PAA210531,,4737 BUTLER ST,PITTSBURGH,15201,200,209,921,Gray Waste Management Corporation,REMOVE DRYWALL & JOINT COMPOUND REMNANT AND DEBRIS IN ROOM #15,225,f,2021-10-15,2022-10-14,2,t,f,2022-10-14,RENOVATION,40.475122983596,-79.9578485472721
PAA210532,PA TURNPIKE COMMISSION - 599 CENTER ROAD,,MONROEVILLE,15146,850,34163,944,"Neumeyer Environmental Services, Inc.",REMOVE UNDERGROUND GAST PIPE INSULATION,400,f,2021-10-18,2021-12-30,2,f,f,2021-12-30,RENOVATION,40.4189164811319,-79.8095407533379
PAA210533,DUQUESNE LIGHT WILKINSBURG SUBSTATION - 1100 PENN AVE,,WILKINSBURG,15221,450,7854,909,"Burnham Industrial Contractors, Inc.",REMOVE TRANSITE AND CABLES FROM CABLE TRAYS & TRNASFORMER BAY,440,f,2021-10-18,2021-11-05,2,t,f,2021-10-26,RENOVATION,40.4432079617706,-79.8931781862457
PAA210536,AUTO BODY SHOP,2424 E CARSON ST,PITTSBURGH,15203,450,2727,915,DJ Demo Company,REMOVE BOILER INSULATION,330,f,2021-10-15,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.427647539559,-79.970140682333
PAA210537,RESIDENCE,519  JUDITH DR,PITTSBURGH,15236,450,22091,902,"American Contracting Enterprises, Inc.",REMOVE BASEMENT FLOOR TILE & MASTIC,432,t,2021-10-18,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.345025861705,-80.0010007887363
PAA210545,PNC BANK,401 BEAVER ST,SEWICKLEY,15143,350,5881,908,"Bristol Environmental, Inc.",REMOVE ROOF TAR,285,t,2021-10-19,2021-10-31,2,t,f,2021-10-31,RENOVATION,40.5413881486084,-80.1815688376032
PAA210546,ENERGY CENTER PITTSBURGH COOLILNG TOWER,111 S COMMONS ST,PITTSBURGH,15212,850,4888,905,"BLT Contracting, Inc.",REMOVE OUTSIDE TRANSITE PANELS,1600,t,2021-10-18,2022-09-30,2,f,f,2022-09-30,RENOVATION,40.4497652459488,-80.0063155023687
PAA210548,AHN ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST,HARRISON,15065,850,2200,929,"NOVA Environmental Services, Inc.",REMOVE 4TH FLOOR PENTHOUSE MECHANICAL ROOM INTERIOR DISMANTLEMENT & VARIOS MATERIALS IN THE 1958 BUILDING,1000,t,,2022-06-30,2,t,f,2022-06-30,RENOVATION,40.618267177352,-79.7369242824817
PAA210552,VISUAL ARTS CENTER/PITTSBURGH POLICE ACADEMY,900 N LINCOLN AVE,PITTSBURGH,15233,450,22119,902,"American Contracting Enterprises, Inc.",REMOVE BOILER ROOM PLASTER,312,t,,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4512027400747,-80.016517610987
PAA210553,SCAIFE HALL,3550 TERRACE ST,PITTSBURGH,15261,200,5887,908,"Bristol Environmental, Inc.",REMOVE PEPE INSULATION FROM 1ST FLOOR STEAM & WATER LINES,50,t,2021-10-22,2021-10-23,2,t,f,2021-10-23,RENOVATION,40.4425805203367,-79.9617920984077
PAA210554,VACANT COMMERCIAL STRUCTURE,4778  MCKNIGHT RD,PITTSBURGH,15237,1850,24882,931,Phase One Development Corp.,"REMOVE ROOFING MATERIAL, MAIN FLOOR AREA FLOOR TILE & MASTIC, AND PIPE INSULAITON UNDERNEATH INTERIOR ROOF",18665,f,2021-10-25,2022-10-25,2,t,f,2022-10-25,RENOVATION,40.5228825500581,-80.0049432338017
PAA210564,AHN ALLEGHENY GENERAL HOSPITAL SOUTH TOWER,320 E NORTH AVE,PITTSBURGH,15212,450,2208,929,"NOVA Environmental Services, Inc.",REMOVE VAT & BLACK MASTIC AGH BACTERIOLOGY & MEDIA LAB AND PIPE INSULATION IN ROOM 03N-031 3RD FLOOR EAST,965,t,2021-11-02,2022-06-30,2,t,f,2022-06-30,RENOVATION,40.457069446526,-80.0036975361617
PAA210565,RETAIL OFFICE SPACE,3709  BUTLER ST,PITTSBURGH,15201,800,22121,902,"American Contracting Enterprises, Inc.",REMOVE FLOOR TILE ON FIRST FLOOR,1850,f,2021-10-20,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4666170621554,-79.9647157378363
PAA210566,GATEWAY MIDDLE SCHOOL,4450 OLD WILLIAM PENN HWY,MONROEVILLE,15146,200,27739,924,Hunt Valley Environmental,REMOVE FLOOR TILE AND MASTIC FROM FROMER HOME ECONOMICS ROOMS,3000,t,2021-10-19,2022-06-17,2,t,f,2022-06-17,RENOVATION,40.4437316414336,-79.7609473810216
PAA210567,VERIZON - HOMESTEAD CO,303 E 9TH AVE,HOMESTEAD,15120,850,5892,908,"Bristol Environmental, Inc.","REMOVE 2ND FLOOR HALLWAY WINDOW GLAZING AND FLOOR TILE & MASTIC IN 1ST FLOOR OFFICE, LUNCHROOM & 2ND FLOOR A/C ROOM",1093,t,2021-11-01,2021-12-31,2,t,t,2021-11-05,RENOVATION,40.4073880180617,-79.9084710554153
PAA210576,MERCY HOSPITAL - SECOND FLOOR,1400 LOCUST ST,PITTSBURGH,15219,200,1182,940,"Spectrum Environmental, LLC",REMOVE ROOM 2404 CC CARPET & FLOOR MASTIC,120,f,2021-11-08,2021-12-31,2,f,f,2021-12-31,RENOVATION,40.4360439740714,-79.9854587006851
PAA210577,REGENT SQUARE THEATER,1035 S BRADDOCK AVE,PITTSBURGH,15218,450,22172,902,"American Contracting Enterprises, Inc.","REMOVE EXTERIOR MAIN ENTRANCE DOOR CAULK, SIDE MECHANICAL ROOM FIBERBOARD, STAGE DUCT WRAP, MEN'S ROOM, WOMEN'S ROOD AND ENTRYWAY FLOOR TILE & MASTIC AND EXTERIOR OVERHANG TRANSITE CEILING TILE",667,t,2021-11-08,2021-12-31,2,f,f,2021-12-31,RENOVATION,40.4334745380677,-79.8941427707735
PAA210579,WILKINSBURG POLICE STATION,600  ROSS AVE,WILKINSBURG,15221,850,48362,903,"American Industrial Contracting, Inc.",REMOVE FUTURE TRAINING ROOM FLOOR TILE AND PIPE INSULATION,1082,t,2021-11-09,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4429859364225,-79.8862294906823
PAA210580,VACANT SCHOOL,635 RIDGE AVE,PITTSBURGH,15212,450,22175,902,"American Contracting Enterprises, Inc.",REMOVE LARGE/SMALL GARAGE & 1ST FLOOR RESTROOMS FIREPROOFING,400,t,2021-11-08,2021-12-31,2,t,f,2021-12-31,RENOVATION,,
PAA210582,UPARC BUILDING BUILDING A-8 LABS 102 & 104,3170 WILLIAM PITT WAY,PITTSBURGH,15238,450,0028,971,"Trifecta Team, LLC",REMOVE FLOOR TILE & MASTIC,600,t,2021-11-10,2021-12-22,2,t,f,2021-12-22,RENOVATION,40.5449997734214,-79.8271432746162
PAA210583,"UPARC BUILDING B1 ROOMS 321, 325, 327",3170 WILLIAM PITT WAY,PITTSBURGH,15238,450,0029,971,"Trifecta Team, LLC",REMOVE FLOOR TILE & MASTIC,936,t,2021-11-10,2021-11-22,2,t,f,2021-11-22,RENOVATION,40.5449997734214,-79.8271432746162
PAA210589,NETL US DEPT OF ENERGY - 626 COCHRANS MILL RD,,PITTSBURGH,15236,450,015195,925,"KLA Roofing & Construction, LLC","REMOVE CARPET & ADHESIVE FROM ROOMS 128, 130 & 132, COBE BASE ADHESIVE FROM ROOM 134 & 1ST FLOOR HALLWAYS THROUGHOUT",840,t,2021-11-15,2021-11-30,2,t,f,2021-11-30,RENOVATION,40.3490702937537,-79.9735542639648
PAA210590,UNITED REFINING SPRINGDALE ASPHALT TERMINAL,13 MELLON ST,SPRINGDALE BORO,15144,1250,005647,914,"Clarion Environmental Services, Inc.",REMOVE TAKNK 1025 ROOF FELT,3528,t,2021-11-15,2021-12-26,2,t,f,2021-12-26,RENOVATION,40.5364086599949,-79.7798105013541
PAA210591,SHADYSIDE HOSPITAL - GROUND FLOOR,5230 CENTRE AVE,PITTSBURGH,15232,1850,1183 & 1219,940,"Spectrum Environmental, LLC","REMOVE FLOOR TILE, MASTIC AND FIREPROOFING THROUGHOUT MULTIPLE AREAS AND PLASTER FROM ROOM MG77",15350,t,2021-11-12,2022-11-11,2,f,f,2022-11-11,RENOVATION,40.4546642584153,-79.9395872787866
PAA210594,MUNICIPAL BUILDING,1820 MCLAUGHLIN RUN RD,UPPER ST CLAIR,15241,1550,4897,905,"BLT Contracting, Inc.",REMOVE 2ND & 3RD FLOOR VAT & MASTIC,7900,t,2021-11-11,2022-10-31,2,f,f,2022-10-31,RENOVATION,40.3333268691288,-80.0717896554001
PAA210598,PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,450,1185,940,"Spectrum Environmental, LLC","REMOVE 5TH FLOOR DIALYSIS PIPE INSULATION, SOFT PLASTER, FLOOR TILE AND MASTIC",635,t,2021-11-17,2021-12-30,2,t,f,2021-12-30,RENOVATION,40.4422470230786,-79.9609286975283
PAA210599,UNITED STEEL WORKERS BUILDING,60  BLVD OF THE ALLIES,PITTSBURGH,15222,450,48375,903,"American Industrial Contracting, Inc.",REMOVE 13TH FLOOR NORTH & SOUTH FAN ROOMS PITP/FITTING INSULATION,420,t,2021-11-19,2021-12-31,2,t,f,2021-12-31,RENOVATION,40.4395104514807,-80.0055342329602
PAA212001,UPARC 2021 O&M - 3120 WILLIAM PENN WAY,,CHESWICK,15024,850,1529,941,"Prism Response, LLC dba Alloy","REMOVE FLOOR TILE/MASTIC, PIPE INSULATION, TRANSITE, TANK INSULATION & SPRAY ON FIREPROOFING FROM VARIOUS LOCATIONS THROUGHOUT BUILDING",159,t,2021-01-04,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.5403917140253,-79.8072762356422
PAA212002,SHADYSIDE 2021 O&M,5230 CENTRE AVE,PITTSBURGH,15232,850,1108,940,"Spectrum Environmental, LLC","REMOVE FLOOR TILE, MASTIC, TSI, ROOFING & LINOLEUM THROUGHOUT BUILDING",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4546642584153,-79.9395872787866
PAA212003,MCKEESPORT HOSPITAL 2021 O&M,1500 5TH AVE,MCKEESPORT,15132,850,1105,940,"Spectrum Environmental, LLC","REMOVE FLOOR TILE, MASTIC, TSI, ROOFING & LINOLEUM THROUGHOUT BUILDING",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.3513577942261,-79.8498321945279
PAA212004,US STEEL CLAIRTON WORKS 2021 O&M,400 STATE ST,CLAIRTON,15025,850,35543,946,"Thermal Solutions, Inc.","REMOVE TSI, MASTIC, FLOOR TILE/MASTIC, & TRANSITE PLANT WIDE AND RORE GASKET FROM COKE OVEN DOOR JAMS, FRAMES BUSK STAYS, PAREPET/LENTEL REGENERATIONS & GAS NOZZLES",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.2940110111861,-79.8743163626466
PAA212005,USS EDGAR THOMSON WORKS - 13TH ST & BRADDOCK AVE,,BRADDOCK,15104,850,35545,946,"Thermal Solutions, Inc.","REMOVE TSI, MASTIC, FLOOR TILE/MASTIC & TRANSITE PLANT WIDE AND ROPE GASKETS ON BOILER DOORS & FLANGE GASKETS",150,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4063524490984,-79.8760700198306
PAA212006,USS IRVIN WORKS 2021 O&M - 1268 CAMP HOLLOW ROAD,,DRAVOSBURG,15034,850,35544,946,"Thermal Solutions, Inc.","REMOVE TSI, MASTIC, GASKETS & MISCELLANEOUS MATERIALS PLANT WIDE",152,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.3533975730359,-79.9012764965694
PAA212007,UNIVERSITY OF PITTSBURGH VARIOUS LOCATION - 3400 FORBES AVENUE,,PITTSBURGH,15260,850,4777,905,"BLT Contracting, Inc.",REMOVE VARIOUS MATERIALS FROM VARIOUS LOCATIONS,159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4258800444082,-80.0405130122884
PAA212008,CHAMBER OF COMMERCE BUILDING,411  7TH AVE,PITTSBURGH,15219,850,1103,940,"Spectrum Environmental, LLC","REMOVE FLOOR TILE, MASTIC, PIPE LEGGING, ROOFING LINOLEUM, CEILING TILE GLUE DOTS THROUGHOUT THE BUILDING",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4429013742763,-79.9962852848508
PAA212009,PASSAVANT HOSPITAL 2021 O&M - 9100 BABCOCK BOULEVARD,,PITTSBURGH,15237,850,1104,940,"Spectrum Environmental, LLC","REMOVE FLOOR TILE, MASTIC, TSI, ROOFING, LINOLEUM & FIREPROOFING THROUGHOUT BUILDING",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.5299208501615,-80.0427753295726
PAA212010,DUQUESNE LIGHT COMPANY - 2825 NEW BEAVER AVENUE N6-TNG,,PITTSBURGH,15233,850,13402,918,Duquesne Light Company,REMOVE ARC PROOF TAPE AND ARC PROOFING CEMENT FROM VARIOUS MANHOLES & VAULTS AND VARIOUS SUBSTATIONS WIRE COVERING,1500,f,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4639144343458,-80.0451834228547
PAA212011,"GENON POWER MIDWEST, LP CHESWICK - 100 PITTSBURGH STREET",,SPRINGDALE TOWNSHIP,15144,850,CC7941-387870,948,"GenOn Power Midwest, LP",VARIOUS UNDERSIZED PROJECTS PLANTWIDE,159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.5576344165807,-79.7917271392882
PAA212012,"BRUNOT ISLAND POWER, LLC - PO BOX 65",,PITTSBURGH,15233,850,CC7941-387870,948,"GenOn Power Midwest, LP",VARIOUS UNDERSIZED PROJUECTS PLANTWIDE,159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4639144343458,-80.0451834228547
PAA212013,VERIZON 7TH AVENUE 2021 O&M,416  7TH AVE,PITTSBURGH,15219,850,5734,908,"Bristol Environmental, Inc.","REMOVE PIPE INSULATION, FLOOR TILE, CAULKING, DUCT INSULATION & MASTIC THROUGHOUT BUILDING",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4422013687625,-79.9963460757813
PAA212014,VERIZON VARIOUS LOCATIONS 2021 O&M - 15 EAST MONTGOMERY,,PITTSBURGH,15212,850,5735,908,"Bristol Environmental, Inc.","REMOVE PIPE INSULATION, FLOOR TILE, DUCT INSULATION, ROOFING TRANSITE PANELS, CAULKING & MASTIC THROUGHOUT VARIOUS BUILDINGS",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4836020796647,-80.048861018958
PAA212015,US STEEL TOWER 2021 O&M,600 GRANT ST,PITTSBURGH,15219,850,5736,908,"Bristol Environmental, Inc.",REMOVE VARIOUS MATERIALS THROUGHOUT BUILDING,159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4413629674267,-79.9948560626431
PAA212016,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,2029731,919,"Fluor Marine Propulsion, LLC","REMOVE FLOOR TILE, MASTIC, PIPE LAGGING, ROOFING, TRANSITE AND GLABESTOS IN VARIOUS LOCATION THROUGHOUT BUILDING",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.3572354645406,-79.8991410934409
PAA212018,PPS 2021 O&M VARIOUS SCHOOLS - 1305 MURIEL STREET,,PITTSBURGH,15204,850,1100,921,Gray Waste Management Corporation,VARIOUS MATERIALS IN VARIOUS LOCATIONS THROUGHOUT VARIOUS SCHOOLS,159,t,2021-01-11,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4633486969057,-80.0789127079047
PAA212019,DUQUESNE UNIVERSITY 2021 O&M,600 FORBES AVE,PITTSBURGH,15219,850,00366397,912,"Carl/Frank Industries, Inc.","REMOVE FLOOR TILE, MASTIC, CEILING/WALL PLASTER, FIRE PROOFING, THERMAL INSULATION AND TRANSITE PANELS IN VARIOUS LOCATIONS",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.437826212702,-79.9936526271794
PAA212021,"ALLEGHENY COUNTY 2021 O&M - CITY COUNTY BUILDING, COURTHOUSE",542 FORBES AVE,PITTSBURGH,15219,850,2112,911,"MASA LLC dba Canfield Development, Inc.","REMOVE PIPE & FITTINGS, FLOOR TILE & MASTIC AND PLASTER THROUGHOUT BUILDINGS",159,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.4377527428062,-79.9958806222119
PAA212023,US STEEL - CLAIRTON WORKS,400 STATE ST,CLAIRTON,15025,850,1893,949,Summit Environmental Services,REMOVE MASTIC PAINT FROM DISMANTLED SECTIONS OF COG PIPELINE,1000,t,2021-01-01,2021-12-31,3,f,f,2021-12-31,RENOVATION,40.2940110111861,-79.8743163626466
